date,amount,account_code,account_name,vendor,description,journal_ref
2024-11-26,893.52,5200,Software Subscriptions,Rivera Consulting,Software Subscriptions payment to Rivera Consulting,JE1349
2024-10-01,1531.53,5100,Consulting Fees,Payroll Partners,Consulting Fees payment to Payroll Partners,JE1051
2024-04-29,5386.63,7000,Equipment,Summit Travel,Equipment payment to Summit Travel,JE1370
2024-01-26,2341.07,5100,Consulting Fees,CloudWorks Inc,Consulting Fees payment to CloudWorks Inc,JE1119
2024-09-22,6020.43,7000,Equipment,Summit Travel,Equipment weekend entry,JE1440
2024-06-04,3514.06,5100,Consulting Fees,Ironwood Supply,Consulting Fees payment to Ironwood Supply,JE1271
2024-03-19,318.9,5000,Office Supplies,Rivera Consulting,Office Supplies payment to Rivera Consulting,JE1025
2024-12-09,777.97,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1359
2024-05-06,766.92,6100,Travel,Metro Utilities,Travel payment to Metro Utilities,JE1122
2024-09-05,5983.85,5100,Consulting Fees,BlueLine Software,Consulting Fees payment to BlueLine Software,JE1055
2024-09-16,7048.19,6000,Salaries,Ironwood Supply,Salaries payment to Ironwood Supply,JE1342
2024-05-09,9566.48,6000,Salaries,Summit Travel,Salaries payment to Summit Travel,JE1139
2024-10-15,4991.23,5100,Consulting Fees,Metro Utilities,Consulting Fees payment to Metro Utilities,JE1339
2024-06-21,313.19,5000,Office Supplies,Metro Utilities,Office Supplies payment to Metro Utilities,JE1138
2024-11-11,2611.16,7000,Equipment,Rivera Consulting,Equipment payment to Rivera Consulting,JE1275
2024-09-16,1088.65,5200,Software Subscriptions,Rivera Consulting,Software Subscriptions payment to Rivera Consulting,JE1103
2024-12-11,10540.86,6000,Salaries,Metro Utilities,Salaries payment to Metro Utilities,JE1109
2024-10-24,399.26,5000,Office Supplies,BlueLine Software,Office Supplies payment to BlueLine Software,JE1345
2024-07-18,880.19,5200,Software Subscriptions,Summit Travel,Software Subscriptions payment to Summit Travel,JE1131
2024-08-30,5153.34,5100,Consulting Fees,Grainger Industrial,Consulting Fees payment to Grainger Industrial,JE1226
2024-07-24,8779.92,6000,Salaries,Rivera Consulting,Salaries payment to Rivera Consulting,JE1177
2024-08-12,539.43,5200,Software Subscriptions,Grainger Industrial,Software Subscriptions payment to Grainger Industrial,JE1040
2024-05-22,964.95,5200,Software Subscriptions,Rivera Consulting,Software Subscriptions payment to Rivera Consulting,JE1309
2024-11-25,10307.1,7000,Equipment,Metro Utilities,Equipment payment to Metro Utilities,JE1021
2024-02-08,6987.56,7000,Equipment,Payroll Partners,Equipment payment to Payroll Partners,JE1148
2024-10-10,862.5,6100,Travel,Ironwood Supply,Travel payment to Ironwood Supply,JE1074
2024-05-09,7786.87,6000,Salaries,Ironwood Supply,Salaries payment to Ironwood Supply,JE1176
2024-02-16,5804.77,5100,Consulting Fees,Metro Utilities,Consulting Fees payment to Metro Utilities,JE1202
2024-09-25,7484.38,7000,Equipment,Rivera Consulting,Equipment payment to Rivera Consulting,JE1393
2024-02-01,434.0,5000,Office Supplies,Grainger Industrial,Office Supplies payment to Grainger Industrial,JE1278
2024-03-07,4596.46,7000,Equipment,BlueLine Software,Equipment payment to BlueLine Software,JE1357
2024-02-05,367.56,5000,Office Supplies,CloudWorks Inc,Office Supplies payment to CloudWorks Inc,JE1062
2024-03-11,4347.37,5100,Consulting Fees,Payroll Partners,Consulting Fees payment to Payroll Partners,JE1363
2024-06-28,123.93,5000,Office Supplies,Ironwood Supply,Office Supplies payment to Ironwood Supply,JE1140
2024-05-01,5981.47,7000,Equipment,Grainger Industrial,Equipment payment to Grainger Industrial,JE1286
2024-03-18,10011.0,6000,Salaries,Ironwood Supply,Salaries payment to Ironwood Supply,JE1178
2024-12-20,2741.39,5100,Consulting Fees,CloudWorks Inc,Consulting Fees payment to CloudWorks Inc,JE1367
2024-01-09,3412.02,5100,Consulting Fees,Metro Utilities,Consulting Fees payment to Metro Utilities,JE1162
2024-07-18,1233.96,5200,Software Subscriptions,Ironwood Supply,Software Subscriptions payment to Ironwood Supply,JE1394
2024-06-10,20,6100,Travel,Grainger Industrial,Travel payment to Grainger Industrial,JE1340
2024-03-07,9064.2,6000,Salaries,Grainger Industrial,,JE1449
2024-06-25,652.14,6100,Travel,Rivera Consulting,Travel payment to Rivera Consulting,JE1320
2024-07-31,333.75,5000,Office Supplies,Metro Utilities,Office Supplies payment to Metro Utilities,JE1115
2024-08-09,3404.72,7000,Equipment,Grainger Industrial,Equipment payment to Grainger Industrial,JE1152
2024-04-24,1000,6100,Travel,Payroll Partners,Travel round payment,JE1430
2024-01-11,327.8,5000,Office Supplies,Payroll Partners,Office Supplies payment to Payroll Partners,JE1142
2024-07-15,996.22,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1126
2024-11-06,7307.29,6000,Salaries,BlueLine Software,Salaries payment to BlueLine Software,JE1098
2024-02-07,1163.99,6100,Travel,CloudWorks Inc,Travel payment to CloudWorks Inc,JE1247
2024-09-22,1194.47,5100,Consulting Fees,CloudWorks Inc,Consulting Fees weekend entry,JE1438
2024-12-30,1447.74,6100,Travel,Rivera Consulting,Travel payment to Rivera Consulting,JE1375
2024-08-14,9882.33,6000,Salaries,Metro Utilities,Salaries payment to Metro Utilities,JE1181
2024-08-20,8362.73,6000,Salaries,Summit Travel,Salaries payment to Summit Travel,JE1279
2024-08-28,261.02,5000,Office Supplies,Summit Travel,Office Supplies payment to Summit Travel,JE1175
2024-11-21,9104.96,6000,Salaries,Ironwood Supply,Salaries payment to Ironwood Supply,JE1395
2024-06-11,1247.44,6100,Travel,BlueLine Software,Travel payment to BlueLine Software,JE1235
2024-04-01,6906.55,5100,Consulting Fees,BlueLine Software,Consulting Fees payment to BlueLine Software,JE1088
2024-01-15,3732.75,5100,Consulting Fees,Payroll Partners,Consulting Fees payment to Payroll Partners,JE1380
2024-01-31,6555.83,5100,Consulting Fees,Rivera Consulting,Consulting Fees payment to Rivera Consulting,JE1192
2024-11-21,4571.73,5100,Consulting Fees,Rivera Consulting,Consulting Fees payment to Rivera Consulting,JE1269
2024-11-22,7849.53,6000,Salaries,CloudWorks Inc,Salaries payment to CloudWorks Inc,JE1244
2024-06-05,3253.17,7000,Equipment,Metro Utilities,Equipment payment to Metro Utilities,JE1166
2024-11-11,9042.19,6000,Salaries,Delco Services,Salaries one-off,JE1453
2024-07-26,7357.45,6000,Salaries,Summit Travel,Salaries payment to Summit Travel,JE1106
2024-06-28,8002.53,7000,Equipment,Metro Utilities,Equipment payment to Metro Utilities,JE1413
2024-07-04,6575.52,5100,Consulting Fees,Grainger Industrial,Consulting Fees payment to Grainger Industrial,JE1418
2024-09-16,4857.33,5100,Consulting Fees,Rivera Consulting,Consulting Fees payment to Rivera Consulting,JE1031
2024-07-10,291.1,5200,Software Subscriptions,Grainger Industrial,Software Subscriptions payment to Grainger Industrial,JE1241
2024-10-10,3000,5200,Software Subscriptions,Metro Utilities,Software Subscriptions round payment,JE1432
2024-11-16,608.41,5000,Office Supplies,Summit Travel,Office Supplies weekend entry,JE1441
2024-08-14,363.47,5000,Office Supplies,Metro Utilities,Office Supplies payment to Metro Utilities,JE1210
2024-10-10,767.04,5200,Software Subscriptions,Summit Travel,Software Subscriptions payment to Summit Travel,JE1104
2024-05-16,425.09,5000,Office Supplies,Payroll Partners,Office Supplies payment to Payroll Partners,JE1211
2024-06-24,468.7,6100,Travel,Payroll Partners,Travel payment to Payroll Partners,JE1077
2024-04-25,538.93,5200,Software Subscriptions,Rivera Consulting,Software Subscriptions payment to Rivera Consulting,JE1214
2024-02-13,954.32,6100,Travel,Ironwood Supply,Travel payment to Ironwood Supply,JE1160
2024-07-15,3598.09,5100,Consulting Fees,Payroll Partners,Consulting Fees payment to Payroll Partners,JE1225
2024-07-12,432.07,6100,Travel,Rivera Consulting,Travel payment to Rivera Consulting,JE1009
2024-11-01,1223.9,6100,Travel,Summit Travel,Travel payment to Summit Travel,JE1097
2024-10-07,909.77,5200,Software Subscriptions,Payroll Partners,Software Subscriptions payment to Payroll Partners,JE1385
2024-12-30,8404.73,6000,Salaries,Rivera Consulting,Salaries payment to Rivera Consulting,JE1293
2024-09-30,3397.56,7000,Equipment,CloudWorks Inc,Equipment payment to CloudWorks Inc,JE1016
2024-12-31,7827.6,6000,Salaries,Rivera Consulting,Salaries payment to Rivera Consulting,JE1124
2024-03-23,1171.47,5200,Software Subscriptions,Grainger Industrial,Software Subscriptions weekend entry,JE1439
2024-05-15,504.82,5200,Software Subscriptions,Rivera Consulting,Software Subscriptions payment to Rivera Consulting,JE1075
2024-03-04,7430.35,7000,Equipment,Metro Utilities,Equipment payment to Metro Utilities,JE1194
2024-03-20,1200.84,6100,Travel,Rivera Consulting,Travel payment to Rivera Consulting,JE1317
2024-07-10,92.19,5000,Office Supplies,BlueLine Software,Office Supplies payment to BlueLine Software,JE1379
2024-11-08,2148.03,5100,Consulting Fees,Grainger Industrial,Consulting Fees payment to Grainger Industrial,JE1268
2024-05-01,2230.43,7000,Equipment,CloudWorks Inc,Equipment payment to CloudWorks Inc,JE1087
2024-05-10,747.85,5200,Software Subscriptions,Metro Utilities,Software Subscriptions payment to Metro Utilities,JE1245
2024-12-27,6262.94,7000,Equipment,CloudWorks Inc,Equipment payment to CloudWorks Inc,JE1383
2024-10-22,1501.39,5200,Software Subscriptions,Orion Labs,Software Subscriptions one-off,JE1455
2024-12-12,7827.18,6000,Salaries,Grainger Industrial,Salaries payment to Grainger Industrial,JE1369
2024-09-10,2086.26,7000,Equipment,BlueLine Software,Equipment payment to BlueLine Software,JE1116
2024-11-01,954.86,5200,Software Subscriptions,Grainger Industrial,Software Subscriptions payment to Grainger Industrial,JE1295
2024-02-20,901.77,6100,Travel,BlueLine Software,Travel payment to BlueLine Software,JE1296
2024-02-09,854.83,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1335
2024-02-25,24850.0,7000,Equipment,Orion Labs,,JE1463
2024-05-20,10838.84,6000,Salaries,Grainger Industrial,Salaries payment to Grainger Industrial,JE1414
2024-12-06,430.63,5000,Office Supplies,BlueLine Software,Office Supplies payment to BlueLine Software,JE1305
2024-05-22,418.24,5000,Office Supplies,BlueLine Software,Office Supplies payment to BlueLine Software,JE1013
2024-01-24,2956.1,7000,Equipment,Summit Travel,Equipment payment to Summit Travel,JE1322
2024-12-13,1158.39,5200,Software Subscriptions,Grainger Industrial,Software Subscriptions payment to Grainger Industrial,JE1352
2024-06-07,1748.3,6100,Travel,Payroll Partners,Travel payment to Payroll Partners,JE1371
2024-10-18,542.69,5200,Software Subscriptions,Metro Utilities,Software Subscriptions payment to Metro Utilities,JE1157
2024-04-26,1023.93,6100,Travel,Metro Utilities,Travel payment to Metro Utilities,JE1298
2024-03-22,6529.8,7000,Equipment,Payroll Partners,Equipment payment to Payroll Partners,JE1213
2024-03-25,8774.36,6000,Salaries,Ironwood Supply,Salaries payment to Ironwood Supply,JE1056
2024-11-26,532.22,5000,Office Supplies,Rivera Consulting,Office Supplies payment to Rivera Consulting,JE1344
2024-05-21,5468.45,5100,Consulting Fees,Metro Utilities,Consulting Fees payment to Metro Utilities,JE1169
2024-02-06,341.83,5000,Office Supplies,Metro Utilities,Office Supplies payment to Metro Utilities,JE1188
2024-08-23,1134.7,5200,Software Subscriptions,Ironwood Supply,Software Subscriptions payment to Ironwood Supply,JE1008
2024-11-08,5662.9,5100,Consulting Fees,Rivera Consulting,Consulting Fees payment to Rivera Consulting,JE1243
2024-11-19,5302.72,5100,Consulting Fees,Metro Utilities,Consulting Fees payment to Metro Utilities,JE1400
2024-09-26,4124.71,5100,Consulting Fees,BlueLine Software,Consulting Fees payment to BlueLine Software,JE1288
2024-09-05,1156.18,5200,Software Subscriptions,Payroll Partners,Software Subscriptions payment to Payroll Partners,JE1362
2024-05-01,992.75,5200,Software Subscriptions,Metro Utilities,Software Subscriptions payment to Metro Utilities,JE1250
2024-07-17,9154.43,6000,Salaries,CloudWorks Inc,Salaries payment to CloudWorks Inc,JE1272
2024-04-19,313.11,5000,Office Supplies,Metro Utilities,Office Supplies payment to Metro Utilities,JE1424
2024-07-31,959.48,5200,Software Subscriptions,Grainger Industrial,Software Subscriptions payment to Grainger Industrial,JE1259
2024-05-20,921.72,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1172
2024-03-07,299.19,5000,Office Supplies,Grainger Industrial,Office Supplies payment to Grainger Industrial,JE1303
2024-03-19,1158.83,5200,Software Subscriptions,Metro Utilities,Software Subscriptions payment to Metro Utilities,JE1153
2024-07-31,5468.62,5100,Consulting Fees,Ironwood Supply,Consulting Fees payment to Ironwood Supply,JE1378
2024-07-11,4502.08,7000,Equipment,Payroll Partners,Equipment payment to Payroll Partners,JE1315
2024-07-22,500,5200,Software Subscriptions,BlueLine Software,Software Subscriptions round payment,JE1434
2024-01-19,2486.2,7000,Equipment,CloudWorks Inc,Equipment payment to CloudWorks Inc,JE1083
2024-04-23,158.98,5000,Office Supplies,Summit Travel,Office Supplies payment to Summit Travel,JE1163
2024-03-14,521.28,5000,Office Supplies,CloudWorks Inc,Office Supplies payment to CloudWorks Inc,JE1313
2024-04-08,813.02,5200,Software Subscriptions,Payroll Partners,Software Subscriptions payment to Payroll Partners,JE1167
2024-09-16,567.43,6100,Travel,Payroll Partners,Travel payment to Payroll Partners,JE1071
2024-04-25,210.89,5000,Office Supplies,CloudWorks Inc,Office Supplies payment to CloudWorks Inc,JE1263
2024-11-07,1194.81,6100,Travel,Ironwood Supply,Travel payment to Ironwood Supply,JE1310
2024-05-24,472.06,5000,Office Supplies,CloudWorks Inc,Office Supplies payment to CloudWorks Inc,JE1076
2024-11-15,10410.8,6000,Salaries,Summit Travel,Salaries payment to Summit Travel,JE1233
2024-05-15,5188.59,6000,Salaries,Ironwood Supply,Salaries payment to Ironwood Supply,JE1265
2024-03-28,9401.1,6000,Salaries,CloudWorks Inc,Salaries payment to CloudWorks Inc,JE1242
2024-12-04,317.67,5000,Office Supplies,Rivera Consulting,Office Supplies payment to Rivera Consulting,JE1411
2024-02-21,2055.7,7000,Equipment,Summit Travel,Equipment payment to Summit Travel,JE1170
2024-12-04,1639.45,6100,Travel,Ironwood Supply,Travel payment to Ironwood Supply,JE1365
2024-02-07,7382.17,6000,Salaries,Rivera Consulting,Salaries payment to Rivera Consulting,JE1070
2024-05-17,1160.8,5200,Software Subscriptions,BlueLine Software,Software Subscriptions payment to BlueLine Software,JE1019
2024-09-12,4960.98,5100,Consulting Fees,Metro Utilities,Consulting near-limit,JE1457
2024-04-18,389.69,5000,Office Supplies,Grainger Industrial,Office Supplies payment to Grainger Industrial,JE1020
2024-02-19,2563.06,5100,Consulting Fees,CloudWorks Inc,Consulting Fees payment to CloudWorks Inc,JE1256
2024-03-22,4869.58,5100,Consulting Fees,Metro Utilities,Consulting near-limit,JE1456
2024-09-13,5002.06,5100,Consulting Fees,Grainger Industrial,Consulting Fees payment to Grainger Industrial,JE1260
2024-10-11,961.72,7000,Equipment,Grainger Industrial,Equipment payment to Grainger Industrial,JE1308
2024-07-05,1268.14,6100,Travel,Payroll Partners,Travel payment to Payroll Partners,JE1101
2024-08-12,1105.54,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1073
2024-05-01,3411.25,7000,Equipment,Summit Travel,Equipment payment to Summit Travel,JE1386
2024-01-12,4771.61,5100,Consulting Fees,BlueLine Software,Consulting near-limit,JE1458
2024-02-26,1750.29,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1285
2024-10-10,338.3,5000,Office Supplies,Ironwood Supply,Office Supplies payment to Ironwood Supply,JE1173
2024-07-23,391.68,5000,Office Supplies,Rivera Consulting,Office Supplies payment to Rivera Consulting,JE1406
2024-11-27,204.18,5000,Office Supplies,Payroll Partners,Office Supplies payment to Payroll Partners,JE1191
2024-05-22,630.61,6100,Travel,Metro Utilities,Travel payment to Metro Utilities,JE1201
2024-02-01,6169.43,7000,Equipment,Rivera Consulting,Equipment payment to Rivera Consulting,JE1049
2024-11-13,1912.89,6100,Travel,Ironwood Supply,Travel payment to Ironwood Supply,JE1065
2024-01-30,3057.81,5100,Consulting Fees,Ironwood Supply,Consulting Fees payment to Ironwood Supply,JE1060
2024-06-28,3829.49,5100,Consulting Fees,Grainger Industrial,Consulting Fees payment to Grainger Industrial,JE1312
2024-02-22,5481.69,6000,Salaries,Metro Utilities,Salaries payment to Metro Utilities,JE1348
2024-09-05,4497.35,7000,Equipment,BlueLine Software,Equipment payment to BlueLine Software,JE1319
2024-04-05,765.86,5200,Software Subscriptions,Rivera Consulting,Software Subscriptions payment to Rivera Consulting,JE1422
2024-05-02,20,6100,Travel,CloudWorks Inc,Travel payment to CloudWorks Inc,JE1143
2024-03-05,533.13,5200,Software Subscriptions,Payroll Partners,Software Subscriptions payment to Payroll Partners,JE1281
2024-10-25,4834.69,5100,Consulting Fees,Ironwood Supply,Consulting near-limit,JE1460
2024-02-21,1317.32,5200,Software Subscriptions,Metro Utilities,Software Subscriptions payment to Metro Utilities,JE1230
2024-02-16,9618.33,6000,Salaries,CloudWorks Inc,Salaries payment to CloudWorks Inc,JE1258
2024-08-09,270.17,5000,Office Supplies,Ironwood Supply,Office Supplies payment to Ironwood Supply,JE1197
2024-10-08,5087.03,5100,Consulting Fees,Metro Utilities,Consulting Fees payment to Metro Utilities,JE1037
2024-10-21,195.69,5000,Office Supplies,Summit Travel,Office Supplies payment to Summit Travel,JE1147
2024-11-01,1442.37,5200,Software Subscriptions,CloudWorks Inc,Software Subscriptions payment to CloudWorks Inc,JE1283
2024-03-21,7378.87,7000,Equipment,Rivera Consulting,Equipment payment to Rivera Consulting,JE1185
2024-07-16,1969.41,6100,Travel,Rivera Consulting,Travel payment to Rivera Consulting,JE1099
2024-01-09,862.64,6100,Travel,Grainger Industrial,Travel payment to Grainger Industrial,JE1287
2024-08-22,3860.48,7000,Equipment,Summit Travel,Equipment payment to Summit Travel,JE1291
2024-07-16,6981.03,7000,Equipment,Rivera Consulting,Equipment payment to Rivera Consulting,JE1026
2024-05-27,1390.95,7000,Equipment,Metro Utilities,Equipment payment to Metro Utilities,JE1205
2024-07-04,1357.29,6100,Travel,BlueLine Software,Travel payment to BlueLine Software,JE1023
2024-11-30,4850.0,7000,Equipment,Apex Holdings,,JE1461
2024-08-20,8995.55,7000,Equipment,Ironwood Supply,Equipment payment to Ironwood Supply,JE1206
2024-01-01,937.22,5200,Software Subscriptions,BlueLine Software,Software Subscriptions payment to BlueLine Software,JE1391
2024-05-29,1310.39,6100,Travel,Metro Utilities,Travel payment to Metro Utilities,JE1187
2024-05-24,9149.0,6000,Salaries,Metro Utilities,Salaries payment to Metro Utilities,JE1372
2024-11-14,9647.09,6000,Salaries,CloudWorks Inc,Salaries payment to CloudWorks Inc,JE1135
2024-05-16,280.97,5000,Office Supplies,Northgate Traders,Office Supplies one-off,JE1451
